kind,etag,id,snippet,contentDetails,status,channelId,channelTitle,publishedAt,playlistId,videoId,nextPageToken,extraction_date
youtube#playlistItem,tZt4_S41OmLrwYPr2dz-NbFcpsE,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLm5IZUlMQUxJcmZr,"{'publishedAt': '2023-06-07T21:00:06Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'TURMINHA AGORA FAZ O L COM O JANJO ESCAFUFEU FAZ KKK 07/06/2023', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/nHeILALIrfk/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nHeILALIrfk/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nHeILALIrfk/hqdefault_live.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/nHeILALIrfk/sddefault_live.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/nHeILALIrfk/maxresdefault_live.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 0, 'resourceId': {'kind': 'youtube#video', 'videoId': 'nHeILALIrfk'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-07T21:00:06Z,UUMZcQrogmMZHhC7hz91wf3A,nHeILALIrfk,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,_c4dkRBPtrpP849sy1IF7ESa-lM,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLl80S1FNLWNZTzRB,"{'publishedAt': '2023-06-06T20:52:24Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'MUNDO VIU JANJO CHORANDO COM A BOCA TODA E TURMINHA NÃO ACREDITO U 06/06/2023', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/_4KQM-cYO4A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_4KQM-cYO4A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_4KQM-cYO4A/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/_4KQM-cYO4A/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/_4KQM-cYO4A/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 1, 'resourceId': {'kind': 'youtube#video', 'videoId': '_4KQM-cYO4A'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-06T20:52:24Z,UUMZcQrogmMZHhC7hz91wf3A,_4KQM-cYO4A,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,s1FuRyABFcuWiO-8GPuFPSeohf8,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLllCVjc1TVFhWi0w,"{'publishedAt': '2023-06-05T18:04:25Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'MUNDO VIU JANJO PASSA VERG0NHA E TURMINHA NÃO GOSTOU 05/06/2023', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/YBV75MQaZ-0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YBV75MQaZ-0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YBV75MQaZ-0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/YBV75MQaZ-0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/YBV75MQaZ-0/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 2, 'resourceId': {'kind': 'youtube#video', 'videoId': 'YBV75MQaZ-0'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-05T18:04:25Z,UUMZcQrogmMZHhC7hz91wf3A,YBV75MQaZ-0,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,36oVWrfXnalJKY5kNN-A9YJnseE,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLklWNi01Wi10aXpJ,"{'publishedAt': '2023-06-04T18:10:32Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'JANJO NEGÓCIO FICOU FEIO AGORA KKK', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/IV6-5Z-tizI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IV6-5Z-tizI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IV6-5Z-tizI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/IV6-5Z-tizI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/IV6-5Z-tizI/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 3, 'resourceId': {'kind': 'youtube#video', 'videoId': 'IV6-5Z-tizI'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-04T18:10:32Z,UUMZcQrogmMZHhC7hz91wf3A,IV6-5Z-tizI,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,Xf4neBqDO8709NjDpvQR4gCacwM,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLlV2c0RDVzZDVDMw,"{'publishedAt': '2023-06-04T02:20:26Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'MUNDO PAROU PRA VÊ ESSAS FOTOS DO JANJO KKKK', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/UvsDCW6CT30/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UvsDCW6CT30/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UvsDCW6CT30/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/UvsDCW6CT30/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/UvsDCW6CT30/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 4, 'resourceId': {'kind': 'youtube#video', 'videoId': 'UvsDCW6CT30'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-04T02:20:26Z,UUMZcQrogmMZHhC7hz91wf3A,UvsDCW6CT30,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,yeTXH-1APHYkQrAYgRc588h2DMM,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLkhMUEItenJPWkc4,"{'publishedAt': '2023-06-03T21:31:35Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'JANJO ESCAFUFU LA NO Portão E A GALERINHA NÃO GOSTOU 03/06/2023', 'description': 'JANJO ESCAFUFU LA NO Portão E A GALERINHA NÃO GOSTOU 03/06/2023', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/HLPB-zrOZG8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/HLPB-zrOZG8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/HLPB-zrOZG8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/HLPB-zrOZG8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/HLPB-zrOZG8/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 5, 'resourceId': {'kind': 'youtube#video', 'videoId': 'HLPB-zrOZG8'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-03T21:31:35Z,UUMZcQrogmMZHhC7hz91wf3A,HLPB-zrOZG8,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,R0iYCUOSIRSURNpCsjvzCbPN6YA,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLlptcWdSdV9WR0Zj,"{'publishedAt': '2023-06-03T19:25:13Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'JANJO ESCAFUFU E A TURMINHA DO FAZ O L NÃO GOSTOU', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/ZmqgRu_VGFc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZmqgRu_VGFc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZmqgRu_VGFc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ZmqgRu_VGFc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/ZmqgRu_VGFc/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 6, 'resourceId': {'kind': 'youtube#video', 'videoId': 'ZmqgRu_VGFc'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-03T19:25:13Z,UUMZcQrogmMZHhC7hz91wf3A,ZmqgRu_VGFc,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,JwV5TjA7N5biMhpF8bfIot-zC7g,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLkhOSXhMb05YMlZZ,"{'publishedAt': '2023-06-02T23:00:06Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'MUNDO TÁ VIGIANDO O MELHOR DO MUNDO JANJO CHOROU COM ISSO 02/06/2023', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/HNIxLoNX2VY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/HNIxLoNX2VY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/HNIxLoNX2VY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/HNIxLoNX2VY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/HNIxLoNX2VY/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 7, 'resourceId': {'kind': 'youtube#video', 'videoId': 'HNIxLoNX2VY'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-02T23:00:06Z,UUMZcQrogmMZHhC7hz91wf3A,HNIxLoNX2VY,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,4qSmktVcLk5c_GOouTmkpZD_34A,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLkg3NnpVS3BFMktv,"{'publishedAt': '2023-06-01T23:00:10Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'MUNDO PAROU PARA ASSISTIR JANJO E A TURMINHA SENDO XINGANDO 01/06/2023', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/H76zUKpE2Ko/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/H76zUKpE2Ko/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/H76zUKpE2Ko/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/H76zUKpE2Ko/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/H76zUKpE2Ko/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 8, 'resourceId': {'kind': 'youtube#video', 'videoId': 'H76zUKpE2Ko'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-06-01T23:00:10Z,UUMZcQrogmMZHhC7hz91wf3A,H76zUKpE2Ko,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
youtube#playlistItem,0AXY_I-4Bx02e68I7W99Eg5zGZg,VVVNWmNRcm9nbU1aSGhDN2h6OTF3ZjNBLlQxSGxtRE8zQXBj,"{'publishedAt': '2023-05-31T23:00:11Z', 'channelId': 'UCMZcQrogmMZHhC7hz91wf3A', 'title': 'MUNDO ESTÁ ASSISTINDO ESSA NOTÍCIA JANJO O NEGÓCIO TÁ MUITO FEIO PRA TU 31/05/2023 AS 20:00 HORAS', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/T1HlmDO3Apc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/T1HlmDO3Apc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/T1HlmDO3Apc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/T1HlmDO3Apc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/T1HlmDO3Apc/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Mito Na Tv ®', 'playlistId': 'UUMZcQrogmMZHhC7hz91wf3A', 'position': 9, 'resourceId': {'kind': 'youtube#video', 'videoId': 'T1HlmDO3Apc'}, 'videoOwnerChannelTitle': 'Mito Na Tv ®', 'videoOwnerChannelId': 'UCMZcQrogmMZHhC7hz91wf3A'}",,,UCMZcQrogmMZHhC7hz91wf3A,Mito Na Tv ®,2023-05-31T23:00:11Z,UUMZcQrogmMZHhC7hz91wf3A,T1HlmDO3Apc,EAAaBlBUOkNESQ,2023-06-07 18:11:04.157245
