kind,etag,id,snippet,contentDetails,status,channelId,channelTitle,publishedAt,playlistId,videoId,nextPageToken,extraction_date
youtube#playlistItem,yw8sqocdFLoXvb-zo-jN360bzI4,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLmlkc091Mk54Mkt3,"{'publishedAt': '2023-06-07T20:53:20Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'Acabou o Amor - Artistas da lacrosfera se revoltam contra LULA por causa do Meio Ambiente', 'description': 'Acabou o Amor - Artistas da lacrosfera se revoltam contra LULA por causa do Meio Ambiente\n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/idsOu2Nx2Kw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/idsOu2Nx2Kw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/idsOu2Nx2Kw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/idsOu2Nx2Kw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/idsOu2Nx2Kw/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 0, 'resourceId': {'kind': 'youtube#video', 'videoId': 'idsOu2Nx2Kw'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-07T20:53:20Z,UUbmVlqWD6lqn1Ur1Zv25IIg,idsOu2Nx2Kw,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,13MPQLwi8ChDtzuRoZ7kKj0CY2w,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLmktWjBTUnRfdWMw,"{'publishedAt': '2023-06-07T18:11:22Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'LULA fala um dos seus maiores absurdos - Já mostra sua vontade de fechar o congresso', 'description': 'LULA fala um dos seus maiores absurdos - Já mostra sua vontade de fechar o congresso \n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/i-Z0SRt_uc0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/i-Z0SRt_uc0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/i-Z0SRt_uc0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/i-Z0SRt_uc0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/i-Z0SRt_uc0/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 1, 'resourceId': {'kind': 'youtube#video', 'videoId': 'i-Z0SRt_uc0'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-07T18:11:22Z,UUbmVlqWD6lqn1Ur1Zv25IIg,i-Z0SRt_uc0,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,5DMVxaKwNImPqLn2FiMIJSsjljU,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLktMQUw2NzRQV1NF,"{'publishedAt': '2023-06-06T20:53:40Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'LULA sabota o AGRO em Goiás e não entrega obra do Bolsonaro', 'description': 'LULA sabota o AGRO em Goiás e não entrega obra do Bolsonaro \n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/KLAL674PWSE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KLAL674PWSE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KLAL674PWSE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/KLAL674PWSE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/KLAL674PWSE/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 2, 'resourceId': {'kind': 'youtube#video', 'videoId': 'KLAL674PWSE'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-06T20:53:40Z,UUbmVlqWD6lqn1Ur1Zv25IIg,KLAL674PWSE,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,k3eUdWfEQRl4QoOzM9C9sxSIBtQ,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLjRZUnVWNmU0SXlF,"{'publishedAt': '2023-06-06T15:25:57Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'A lista do estelionato eleitoral do LULA fica maior. Já sinto pena da turma do FAZUELI', 'description': 'A lista do estelionato eleitoral do LULA fica maior. Já sinto pena da turma do FAZUELI\n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/4YRuV6e4IyE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4YRuV6e4IyE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4YRuV6e4IyE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/4YRuV6e4IyE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/4YRuV6e4IyE/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 3, 'resourceId': {'kind': 'youtube#video', 'videoId': '4YRuV6e4IyE'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-06T15:25:57Z,UUbmVlqWD6lqn1Ur1Zv25IIg,4YRuV6e4IyE,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,fFav_7I4w70S_gmcoXTJlBXoi1E,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLlVfOGNhRzVFcGMw,"{'publishedAt': '2023-06-05T21:21:09Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'Deputada Silvye ainda não desistiu de tentar me destruir. Treta 3.0', 'description': 'Deputada Silvye ainda não desistiu de tentar me destruir. Treta 3.0\n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/U_8caG5Epc0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/U_8caG5Epc0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/U_8caG5Epc0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/U_8caG5Epc0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/U_8caG5Epc0/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 4, 'resourceId': {'kind': 'youtube#video', 'videoId': 'U_8caG5Epc0'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-05T21:21:09Z,UUbmVlqWD6lqn1Ur1Zv25IIg,U_8caG5Epc0,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,34WD7jFA8iztFWpuCd7cVx0RozM,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLlRGTWZvTXY3enln,"{'publishedAt': '2023-06-05T16:05:49Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'Gustavo Gayer  Doutrinação nas escolas e terrorismo do MST', 'description': 'Gustavo Gayer  Doutrinação nas escolas e terrorismo do MST\n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/TFMfoMv7zyg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/TFMfoMv7zyg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/TFMfoMv7zyg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/TFMfoMv7zyg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/TFMfoMv7zyg/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 5, 'resourceId': {'kind': 'youtube#video', 'videoId': 'TFMfoMv7zyg'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-05T16:05:49Z,UUbmVlqWD6lqn1Ur1Zv25IIg,TFMfoMv7zyg,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,zoOy1gOh_AJpQHMCqwg7bpprF5s,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLnZHTkNLMC1nMkpF,"{'publishedAt': '2023-06-04T23:47:40Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'Treta explicada - Trecho da minha participação hoje no Tá na Roda da Jovem Pan', 'description': 'Treta explicada - Trecho da minha participação hoje no Tá na Roda da Jovem Pan\n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/vGNCK0-g2JE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vGNCK0-g2JE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vGNCK0-g2JE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/vGNCK0-g2JE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/vGNCK0-g2JE/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 6, 'resourceId': {'kind': 'youtube#video', 'videoId': 'vGNCK0-g2JE'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-04T23:47:40Z,UUbmVlqWD6lqn1Ur1Zv25IIg,vGNCK0-g2JE,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,K8MVYFNSAZXzvaTHvM5yszyxwVA,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLmo3ZjU1dUFSMG1v,"{'publishedAt': '2023-06-04T19:02:59Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': '1º Seminário sobre Doutrinação Ideológica no Ensino em Campo Grande', 'description': '1º Seminário sobre Doutrinação Ideológica no Ensino em Campo Grande \n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/j7f55uAR0mo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/j7f55uAR0mo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/j7f55uAR0mo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/j7f55uAR0mo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/j7f55uAR0mo/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 7, 'resourceId': {'kind': 'youtube#video', 'videoId': 'j7f55uAR0mo'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-04T19:02:59Z,UUbmVlqWD6lqn1Ur1Zv25IIg,j7f55uAR0mo,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,WuxeOn6fuhMshjv4uLTInvBarqU,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLnlMRjgzZDFCQUE0,"{'publishedAt': '2023-06-02T22:10:11Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'Respondendo as acusações absurdas da deputada Silvye', 'description': 'Respondendo as acusações absurdas da deputada Silvye \n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/yLF83d1BAA4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yLF83d1BAA4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yLF83d1BAA4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/yLF83d1BAA4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/yLF83d1BAA4/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 8, 'resourceId': {'kind': 'youtube#video', 'videoId': 'yLF83d1BAA4'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-02T22:10:11Z,UUbmVlqWD6lqn1Ur1Zv25IIg,yLF83d1BAA4,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
youtube#playlistItem,m1OBQG4wE7HEJWvBwsekNaVv6SI,VVVibVZscVdENmxxbjFVcjFadjI1SUlnLjlNbWx5d25XSDBZ,"{'publishedAt': '2023-06-01T01:34:37Z', 'channelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg', 'title': 'A minha fala mais importante na tribuna desde que fui eleito', 'description': 'A minha fala mais importante na tribuna desde que fui eleito\n\nVá agora para a COSTV, crie o seu perfil e comece a ganhar dinheiro assistindo vídeos. Clique no link https://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\nhttps://bit.ly/CostvGustavoGayer\n\nMe siga também no instagram:  👇👇👇\nhttps://www.instagram.com/gusgayer/\n\nEntrem no grupo do Telegram:  https://t.me/joinchat/Odbt4Rfd5djLjnjH2Uc4Lw', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/9MmlywnWH0Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9MmlywnWH0Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9MmlywnWH0Y/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/9MmlywnWH0Y/sddefault.jpg', 'width': 640, 'height': 480}}, 'channelTitle': 'Gustavo Gayer', 'playlistId': 'UUbmVlqWD6lqn1Ur1Zv25IIg', 'position': 9, 'resourceId': {'kind': 'youtube#video', 'videoId': '9MmlywnWH0Y'}, 'videoOwnerChannelTitle': 'Gustavo Gayer', 'videoOwnerChannelId': 'UCbmVlqWD6lqn1Ur1Zv25IIg'}",,,UCbmVlqWD6lqn1Ur1Zv25IIg,Gustavo Gayer,2023-06-01T01:34:37Z,UUbmVlqWD6lqn1Ur1Zv25IIg,9MmlywnWH0Y,EAAaBlBUOkNESQ,2023-06-07 17:58:58.240194
