kind,etag,id,snippet,contentDetails,status,channelId,channelTitle,publishedAt,playlistId,videoId,nextPageToken,extraction_date
youtube#playlistItem,jl0Go-RlynmNnxdZ70vxPLfby7I,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLm5lVVdGYm0tdUpV,"{'publishedAt': '2023-06-07T18:07:33Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': '🔴 LIVE: Mauro Cid na mira, Nikolas humilhado, Deltan cassado | Galãs Feios', 'description': '🔴 Seja membro deste canal:\r\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\r\n\r\n🔴 Se inscreva no nosso curso “Como começar seu canal no Youtube” no ICL: https://icl1.com.br/galas-padrao/\r\n\r\n🔴 Apoie a Galãs Feios pra gente poder continuar denunciando os golpes: https://apoia.se/galasfeios\r\n\r\nConta Galãs Feios Assessoria e Com.\r\nBanco Itaú\r\nAg: 0188\r\nCC: 17965-9\r\nCNPJ: 15277493/0001-89\r\n\r\nPIX: galasfeios@gmail.com\r\n\r\nPayPal: galasfeios@gmail.com\r\n\r\n🔴 Compre nossas camisetas e bonés: https://www.elcabriton.com/galas-feios', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/neUWFbm-uJU/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/neUWFbm-uJU/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/neUWFbm-uJU/hqdefault_live.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/neUWFbm-uJU/sddefault_live.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/neUWFbm-uJU/maxresdefault_live.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 0, 'resourceId': {'kind': 'youtube#video', 'videoId': 'neUWFbm-uJU'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-07T18:07:33Z,UU2bZgihqibFD_vhaYEXQZFg,neUWFbm-uJU,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,rqSmejQFOtjiqnKKbOLSuqYuaik,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLlhiZy0xeEtWaDEw,"{'publishedAt': '2023-06-07T17:26:28Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Lula diz que bandidos do agro serão presos | Galãs Feios', 'description': 'Em discurso no evento Bahia Agro Show, Lula afirma quem são os donos da floresta amazônica e defende o fim da exploração de madeira na região. Que sonho seria se o fervor do discurso do presidente se estendesse para a preservação dos ministérios de Marina Silva e Sonia Guajajara. Helder e Calejon comentam.\n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Xbg-1xKVh10/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Xbg-1xKVh10/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Xbg-1xKVh10/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Xbg-1xKVh10/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Xbg-1xKVh10/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 1, 'resourceId': {'kind': 'youtube#video', 'videoId': 'Xbg-1xKVh10'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-07T17:26:28Z,UU2bZgihqibFD_vhaYEXQZFg,Xbg-1xKVh10,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,km3QCe-BhjN0YmRHjMq73nKAtlk,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLnpDdlVwbEhDQUhJ,"{'publishedAt': '2023-06-07T16:55:59Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Sergio Moro tá envolvido em história pior que PCC do Gugu | Galãs Feios', 'description': 'E vamos de mais uma suspeita de armação lavajatista. Eduardo Appio não teria feito a ligação que o afastou da Lava Jato. A acusação era sustentada por um vídeo em que, na ocasião, o juiz teria ligado pelo Telegram e am3açando o filho do desembargador Marcelo Malucelli. A conversa foi gravada pela ‘vítima’ e utilizada no processo. Uma história muito esquisita essa daí. Helder e Calejon comentam. \n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/zCvUplHCAHI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/zCvUplHCAHI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/zCvUplHCAHI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/zCvUplHCAHI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/zCvUplHCAHI/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 2, 'resourceId': {'kind': 'youtube#video', 'videoId': 'zCvUplHCAHI'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-07T16:55:59Z,UU2bZgihqibFD_vhaYEXQZFg,zCvUplHCAHI,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,i3_eacAtfzJomiBMezjo4CHzSJc,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLkZMUm1MRzZ4RFBV,"{'publishedAt': '2023-06-07T16:20:51Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Sergio Moro e Eduardo Bolsonaro passam vergonha na CPMI | Galãs Feios', 'description': 'Eduardo Bolsonaro usa o tempo de argumentação na CPMI dos atos t3rrorist4s para responsabilizar o TSE pelas invasões. Ele suporta seu argumento dizendo que seu pai foi cerceado de suas liberdades na corrida eleitoral, o que resultou na mobilização popular. Moro, por sua vez, se jogou na frente das flechas e ficou mordido com uma colocação do senador Rogério Carvalho. Helder e Calejon comentam. \n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/FLRmLG6xDPU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FLRmLG6xDPU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FLRmLG6xDPU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/FLRmLG6xDPU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/FLRmLG6xDPU/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 3, 'resourceId': {'kind': 'youtube#video', 'videoId': 'FLRmLG6xDPU'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-07T16:20:51Z,UU2bZgihqibFD_vhaYEXQZFg,FLRmLG6xDPU,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,35VVdeiRCAxGjQqpqK_kSp9KKAs,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLkRvX3lZbzNrUmFF,"{'publishedAt': '2023-06-07T15:51:30Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Carluxo fala para Leda Nagle que é filósofo e vira chacota | Galãs Feios', 'description': 'Uma entrevista com Leda Nagle resgatada de março de 2019, Carluxo surpreendeu a população brasileira com o nível da complexidade de seu raciocínio. Cheio de mistério na construção de frases que só fazem sentido na sua moringa, o filho favorito do Jair deu informações confusas sobre a campanha que liderou nas redes sociais durante as eleições de 2018. Helder e Calejon comentam.\n\nSeja membro deste canal e ganhe benefícios:\n\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\n\nInstagram: https://instagram.com/galasfeiosoficial\n\n\nFacebook: https://www.facebook.com/galasfeios \n\n\nTwitter: https://twitter.com/galas_oficial\n\n\nAssessoria e comercial: comercial@galasfeios.com\n\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Do_yYo3kRaE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Do_yYo3kRaE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Do_yYo3kRaE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Do_yYo3kRaE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Do_yYo3kRaE/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 4, 'resourceId': {'kind': 'youtube#video', 'videoId': 'Do_yYo3kRaE'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-07T15:51:30Z,UU2bZgihqibFD_vhaYEXQZFg,Do_yYo3kRaE,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,5V2ArAtJOG6PtRfeZkPiFWP2WYs,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLmxDWW9ITE4wOW1R,"{'publishedAt': '2023-06-07T14:59:44Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Deputado petista diz que Marcos do Val ""manja"" | Galãs Feios', 'description': 'O senador Marcos do Val é uma máquina de gerar conteúdo, mas dessa vez foi o alvo da chacota. Em vídeo cômico postado nas redes do deputado Rogério Correia (PT - MG), o hipocondríaco da Swat foi zoado pelo deputado durante uma sessão da CPMI dos atos golpistas por causa de seu novo talento: manjar a rola dos inimigo. Helder e Cesar comentam.\n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/lCYoHLN09mQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lCYoHLN09mQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lCYoHLN09mQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/lCYoHLN09mQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/lCYoHLN09mQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 5, 'resourceId': {'kind': 'youtube#video', 'videoId': 'lCYoHLN09mQ'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-07T14:59:44Z,UU2bZgihqibFD_vhaYEXQZFg,lCYoHLN09mQ,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,pt8Gy8qgFq3uoFBNQDEhF8P8XuY,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLnozOWJrRElMQTVr,"{'publishedAt': '2023-06-07T14:50:38Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Felipe Neto é criticado por fazer propaganda de apostas | Galãs Feios', 'description': 'Grandes nomes da internet brasileira que fizeram negócio com a plataforma de apostas Blaze estão sendo cobrados por seus seguidores. Felipe Neto, um apoiador público do governo Lula, sofre pressão popular por conta das polêmicas envolvendo o site que o contratou para fazer publicidade. Será que valeu a pena publi, ou no fim tá saindo caro para os influencers? Helder e Calejon comentam.\n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/z39bkDILA5k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/z39bkDILA5k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/z39bkDILA5k/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/z39bkDILA5k/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/z39bkDILA5k/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 6, 'resourceId': {'kind': 'youtube#video', 'videoId': 'z39bkDILA5k'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-07T14:50:38Z,UU2bZgihqibFD_vhaYEXQZFg,z39bkDILA5k,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,gDsR6gEjNd48SZvqvRLkkukS9l8,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLk9WSmZYM2pLckJR,"{'publishedAt': '2023-06-06T23:30:06Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Arthur Lira é absolvido no STF e pode retaliar Lula | Galãs Feios', 'description': 'Foi arquivada pela primeira turma do STF, a investigação por suposta corrupção passiva do deputado e presidente da câmara Arthur Lira (PP-AL). A acusação se dá por conta de um montante de mais 100 mil reais apreendidos com o ex-assessor do deputado durante uma viagem custeada por Lira em 2012. Na ocasião, o assessor preso disse que o dinheiro pertencia ao deputado e a acusação da PGR  esta sendo remoída pelo STF desde 2019. Estaria o Supremo abrindo mais um precedente para Lira chegar arromb4ndo o governo Lula? Helder e Cesar comentam.\n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/OVJfX3jKrBQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OVJfX3jKrBQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OVJfX3jKrBQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/OVJfX3jKrBQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/OVJfX3jKrBQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 7, 'resourceId': {'kind': 'youtube#video', 'videoId': 'OVJfX3jKrBQ'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-06T23:30:06Z,UU2bZgihqibFD_vhaYEXQZFg,OVJfX3jKrBQ,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,H300niCpd5uOHEsk9rtnjyt_900,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLjBUdVR2UUVrUElJ,"{'publishedAt': '2023-06-06T23:00:00Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Heleno tem alzheimer durante CPI dos atos golpistas | Galãs Feios', 'description': 'Após causar defendendo a ditadura e a t0rtur4 na semana passada, o vovô voyeur foi obrigado a assistir um compilado de suas falas golpistas ao vivo durante a CPI dos atos antidemocráticos. Dessa vez, o deputado distrital Max Maciel (PSOL) foi o responsável por expor a podridão reunida de trechos de entrevistas e vídeos de Heleno ao lado de patriotários, nos quais ele habla barbaridades que instigam a mobilização dos t3rror1stas. Helder e Cesar comentam. \n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/0TuTvQEkPII/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/0TuTvQEkPII/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/0TuTvQEkPII/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/0TuTvQEkPII/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/0TuTvQEkPII/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 8, 'resourceId': {'kind': 'youtube#video', 'videoId': '0TuTvQEkPII'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-06T23:00:00Z,UU2bZgihqibFD_vhaYEXQZFg,0TuTvQEkPII,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,qrq7yuhIHzn8LaZ158g_T-Z6Muw,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLjZuMXRMNUdHdDhJ,"{'publishedAt': '2023-06-06T22:30:00Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Xandão marca cassação do Bolsonaro em dia surpreendente | Galãs Feios', 'description': 'TSE marcou - ironicamente ou não -  para o dia 22 de junho o julgamento da ação movida pelo PDT que pode tornar Bolsonaro inelegível. Tal ação apura a atitude do ex-presidente em encontro com embaixadores no ano passado. Na ocasião, o Mito questionou sem provas a segurança da urna eletrônica. Helder e Cesar comentam.\n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/6n1tL5GGt8I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6n1tL5GGt8I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6n1tL5GGt8I/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/6n1tL5GGt8I/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/6n1tL5GGt8I/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 9, 'resourceId': {'kind': 'youtube#video', 'videoId': '6n1tL5GGt8I'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-06T22:30:00Z,UU2bZgihqibFD_vhaYEXQZFg,6n1tL5GGt8I,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
youtube#playlistItem,0InjgJWFUMg5fmbDIYcuXLAJa1g,VVUyYlpnaWhxaWJGRF92aGFZRVhRWkZnLjZLZVZJUVd3Q0NR,"{'publishedAt': '2023-06-06T21:42:14Z', 'channelId': 'UC2bZgihqibFD_vhaYEXQZFg', 'title': 'Ricardo Salles é abandonado por Bolsonaro | Galãs Feios', 'description': 'Nos últimos dias, Ricardo Salles foi tratorado pelo ex-excrementíssimo. O deputado federal pelo PL de São Paulo estava certo de que seria o candidato da extrema-direita a enfrentar Guilherme Boulos. Helder comenta.\n\nSeja membro deste canal e ganhe benefícios:\nhttps://www.youtube.com/channel/UC2bZgihqibFD_vhaYEXQZFg/join\n\nEdição por Rafa (https://www.instagram.com/rafa_nvs/)  \n\nSe inscreva no nosso canal e não deixe de ativar as notificações no sininho para não perder mais nenhum episódio: https://goo.gl/9l6Elt\n\nInstagram: https://instagram.com/galasfeiosoficial\n\nFacebook: https://www.facebook.com/galasfeios \n\nTwitter: https://twitter.com/galas_oficial\n\nAssessoria e comercial: comercial@galasfeios.com\n\n#RolouNaLive', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/6KeVIQWwCCQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6KeVIQWwCCQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6KeVIQWwCCQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/6KeVIQWwCCQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/6KeVIQWwCCQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Galãs Feios', 'playlistId': 'UU2bZgihqibFD_vhaYEXQZFg', 'position': 10, 'resourceId': {'kind': 'youtube#video', 'videoId': '6KeVIQWwCCQ'}, 'videoOwnerChannelTitle': 'Galãs Feios', 'videoOwnerChannelId': 'UC2bZgihqibFD_vhaYEXQZFg'}",,,UC2bZgihqibFD_vhaYEXQZFg,Galãs Feios,2023-06-06T21:42:14Z,UU2bZgihqibFD_vhaYEXQZFg,6KeVIQWwCCQ,EAAaBlBUOkNESQ,2023-06-07 16:46:13.446335
