kind,etag,id,snippet,contentDetails,status,channelId,channelTitle,publishedAt,playlistId,videoId,nextPageToken,extraction_date
youtube#playlistItem,mco8W6Fpq0TtHBllTRGF4wEvUO8,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLjB3dWJMRnU1Wms4,"{'publishedAt': '2023-06-15T13:33:18Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Presidente Lula faz reunião ministerial', 'description': 'SIGA O LULA!\\n\\nhttp://www.facebook.com/Lula\\nhttp://www.twitter.com/LulaOficial\\nhttp://www.instagram.com/LulaOficial\\nhttps://t.me/LulanoTelegram\\n\\nAcesse nosso site: http://www.lula.com.br', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/0wubLFu5Zk8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/0wubLFu5Zk8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/0wubLFu5Zk8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/0wubLFu5Zk8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/0wubLFu5Zk8/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 0, 'resourceId': {'kind': 'youtube#video', 'videoId': '0wubLFu5Zk8'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-15T13:33:18Z,UUvO2BExvkAbGMsTGnEnI_Ng,0wubLFu5Zk8,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,ZIqBNoDYI3WrB79mvWxpRztETWg,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLmdNSFRoMU9vM2hB,"{'publishedAt': '2023-06-15T11:49:20Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Entrevista para rádios de Goiás', 'description': 'SIGA O LULA!\\n\\nhttp://www.facebook.com/Lula\\nhttp://www.twitter.com/LulaOficial\\nhttp://www.instagram.com/LulaOficial\\nhttps://t.me/LulanoTelegram\\n\\nAcesse nosso site: http://www.lula.com.br', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/gMHTh1Oo3hA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gMHTh1Oo3hA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gMHTh1Oo3hA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/gMHTh1Oo3hA/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/gMHTh1Oo3hA/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 1, 'resourceId': {'kind': 'youtube#video', 'videoId': 'gMHTh1Oo3hA'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-15T11:49:20Z,UUvO2BExvkAbGMsTGnEnI_Ng,gMHTh1Oo3hA,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,ToW2zWZSulNoGIN4OD16nTHy5Z8,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLnZLUDR5b0xMRU5n,"{'publishedAt': '2023-06-15T11:00:43Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Enem: Não perca a hora!', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/vKP4yoLLENg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vKP4yoLLENg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vKP4yoLLENg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/vKP4yoLLENg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/vKP4yoLLENg/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 2, 'resourceId': {'kind': 'youtube#video', 'videoId': 'vKP4yoLLENg'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-15T11:00:43Z,UUvO2BExvkAbGMsTGnEnI_Ng,vKP4yoLLENg,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,bG7PfiCEp4khnzyeKmckwhtifFE,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLm9YX0xOZjIyb1pr,"{'publishedAt': '2023-06-14T17:00:25Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Lula: Vamos governar para todos', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/oX_LNf22oZk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/oX_LNf22oZk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/oX_LNf22oZk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/oX_LNf22oZk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/oX_LNf22oZk/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 3, 'resourceId': {'kind': 'youtube#video', 'videoId': 'oX_LNf22oZk'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-14T17:00:25Z,UUvO2BExvkAbGMsTGnEnI_Ng,oX_LNf22oZk,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,tz6C_Y1q-SHKSY_6epEchbshvU4,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLkxPR0k1dTg2UXQ0,"{'publishedAt': '2023-06-14T15:00:15Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Lula: A economia brasileira vai crescer mais do que o FMI prevê', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/LOGI5u86Qt4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/LOGI5u86Qt4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/LOGI5u86Qt4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/LOGI5u86Qt4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/LOGI5u86Qt4/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 4, 'resourceId': {'kind': 'youtube#video', 'videoId': 'LOGI5u86Qt4'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-14T15:00:15Z,UUvO2BExvkAbGMsTGnEnI_Ng,LOGI5u86Qt4,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,4AHmQOGzvCslpdXJ9V5Mn2TIK-Q,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLjZSWjZiMjVFUGhV,"{'publishedAt': '2023-06-14T13:20:31Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Lula: Jovens, não deixem a oportunidade de estudar passar', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/6RZ6b25EPhU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6RZ6b25EPhU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6RZ6b25EPhU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/6RZ6b25EPhU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/6RZ6b25EPhU/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 5, 'resourceId': {'kind': 'youtube#video', 'videoId': '6RZ6b25EPhU'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-14T13:20:31Z,UUvO2BExvkAbGMsTGnEnI_Ng,6RZ6b25EPhU,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,P_5a3oajVby86gqp6kA0-cizb_E,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLkxURVAxZ29EMHdz,"{'publishedAt': '2023-06-13T21:01:02Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Governar com compromisso', 'description': 'Quando você governa, você tem compromisso com o povo: ou você faz ou não faz. E nós estamos fazendo para transformar o Brasil no país que ele merece ser. \\n\\n🎥 Audiovisual/PR', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/LTEP1goD0ws/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/LTEP1goD0ws/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/LTEP1goD0ws/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/LTEP1goD0ws/sddefault.jpg', 'width': 640, 'height': 480}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 6, 'resourceId': {'kind': 'youtube#video', 'videoId': 'LTEP1goD0ws'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-13T21:01:02Z,UUvO2BExvkAbGMsTGnEnI_Ng,LTEP1goD0ws,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,BAhJ_NCWwjqBRYgNqH1sIu6FCac,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLmZGRjFyNHNTYTVZ,"{'publishedAt': '2023-06-13T12:12:32Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Conversa com o Presidente', 'description': 'SIGA O LULA!\\n\\nhttp://www.facebook.com/Lula\\nhttp://www.twitter.com/LulaOficial\\nhttp://www.instagram.com/LulaOficial\\nhttps://t.me/LulanoTelegram\\n\\nAcesse nosso site: http://www.lula.com.br', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/fFF1r4sSa5Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fFF1r4sSa5Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fFF1r4sSa5Y/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/fFF1r4sSa5Y/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/fFF1r4sSa5Y/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 7, 'resourceId': {'kind': 'youtube#video', 'videoId': 'fFF1r4sSa5Y'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-13T12:12:32Z,UUvO2BExvkAbGMsTGnEnI_Ng,fFF1r4sSa5Y,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,Qz0h4W6JY5nz6k0kGUNtAIr0Gwg,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLjdCRGZfUXFmSmVn,"{'publishedAt': '2023-06-12T17:38:28Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Presidente Lula se reúne com a Presidente da Comissão Europeia, Ursula von der Leyen', 'description': 'SIGA O LULA!\\n\\nhttp://www.facebook.com/Lula\\nhttp://www.twitter.com/LulaOficial\\nhttp://www.instagram.com/LulaOficial\\nhttps://t.me/LulanoTelegram\\n\\nAcesse nosso site: http://www.lula.com.br', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/7BDf_QqfJeg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7BDf_QqfJeg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7BDf_QqfJeg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/7BDf_QqfJeg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/7BDf_QqfJeg/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 8, 'resourceId': {'kind': 'youtube#video', 'videoId': '7BDf_QqfJeg'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-12T17:38:28Z,UUvO2BExvkAbGMsTGnEnI_Ng,7BDf_QqfJeg,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
youtube#playlistItem,200cAxF59Wro2iJwbGM2LRARG3g,VVV2TzJCRXh2a0FiR01zVEduRW5JX05nLmkyVURZZTMxTVpR,"{'publishedAt': '2023-06-12T15:03:25Z', 'channelId': 'UCvO2BExvkAbGMsTGnEnI_Ng', 'title': 'Presidente Lula no Lançamento do Compromisso Nacional Criança Alfabetizada', 'description': 'SIGA O LULA!\\n\\nhttp://www.facebook.com/Lula\\nhttp://www.twitter.com/LulaOficial\\nhttp://www.instagram.com/LulaOficial\\nhttps://t.me/LulanoTelegram\\n\\nAcesse nosso site: http://www.lula.com.br', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/i2UDYe31MZQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/i2UDYe31MZQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/i2UDYe31MZQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/i2UDYe31MZQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/i2UDYe31MZQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Lula', 'playlistId': 'UUvO2BExvkAbGMsTGnEnI_Ng', 'position': 9, 'resourceId': {'kind': 'youtube#video', 'videoId': 'i2UDYe31MZQ'}, 'videoOwnerChannelTitle': 'Lula', 'videoOwnerChannelId': 'UCvO2BExvkAbGMsTGnEnI_Ng'}",,,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,2023-06-12T15:03:25Z,UUvO2BExvkAbGMsTGnEnI_Ng,i2UDYe31MZQ,EAAaBlBUOkNESQ,2023-06-15 23:45:23.060044
